,l1,l2,l3,phrase
14341,1,0.0,0.0,Efficace 
14343,0,1.0,0.0,Faudrait eviter de changer des clauses sans prevenir.
14347,1,0.0,0.0,"Conseiller tres gentil et connaissant. Je suis bien
satisfaite!"
14351,1,0.0,0.0,"bravo, conseiller au top"
14353,1,0.0,0.0,"Je veux regarder historique de mon chat! Le conseiller m a donne
bcp d information, numero de telephone. Je les ai tous perdu des que le
chat termine!"
14354,1,0.0,0.0,"Mon ordinateur a plante, je n ai pas pu acceder a la fin de la
discussion mais la conseillere a ete tres sympathique."
14355,0,1.0,0.0,excusez-moi j ai bugge en fin de conversation !
14358,1,0.0,0.0,"Accueil et echanges chaleureux, conseiller tres serviable. "
14359,1,0.0,0.0,"Service marketing a envoye un email a mon mobile avec un code
d?invitation mais il faut modifier. Que dois-je demander ma conseillere?"
14362,0,1.0,0.0,5 jours pour un virement c est vraiment abuser
14364,0,1.0,0.0,Reponses precises et claire. 
14365,1,0.0,0.0,"Mon conseiller ne sert a rien, et le centre d appel est toujours
deborde ! Heureusement, le chat existe."
14367,1,0.0,0.0,rapide et tres satisfaisant
14368,1,0.0,0.0,"J ai vraiment ete surprise par ce chat. Mais dans le sens
positif du terme ! La conversation et le dialogue etait fluide et pas
impersonnel. J avais l impression de discuter sur messenger avec un amis ou
un membre de ma famille. Merci !"
14369,1,0.0,0.0,"Il a sorti sans preavis
"
14370,1,0.0,0.0,"mon correspondant ne m a pas laisse le temps de lui repondre
alors que j etais en train de lui ecrire... puisque je vois quand mon
conseiller m ecrit, je suppose que lui vois aussi lorsque je suis en train
d ecrire. Pas top Gael !"
14371,1,0.0,0.0,un bon service comme toujours
14372,0,1.0,0.0,tres bon conseille
14373,1,0.0,0.0,interrompu
14376,1,0.0,0.0,"Tres efficace, merci beaucoup!"
14377,1,0.0,0.0,Je n ai pas pu voir la reponse!!!
14379,1,0.0,0.0,"n aide pas si ils n ont pas acces a mes inforlations pour une
demande assez urgente!!"
14380,1,0.0,0.0,merdique comme d habitude
14385,1,0.0,0.0,"Le chat s est arrete alors que l on avait pas termine notre
conversation. "
14388,1,0.0,0.0,thanks 
14389,1,0.0,0.0,"Excellent entretien, reponses rapides et bien ecrites, plus
d infos que necessaires mais pourquoi pas, mon souci devrait etre regle
dans les prochaines heures donc au final, rien a redire, c est du bon
boulot."
14392,1,0.0,0.0,"Conseiller tres agreable, les informations ont ete fournies tres
rapidement et les actions faites dans la foulee. Tres content de cet
echange!"
14393,1,0.0,0.0,"Conseils de qualite, reactivite et proactivite appeciables"
14394,1,0.0,0.0,cordiale et repond aux questions posees
14395,0,1.0,0.0,Par le chatter c est bien passer...il y a utres bemol....
14396,1,0.0,0.0,TRES AIMABLE ET ET PRECISE DANS CES REPONSES
14398,0,1.0,0.0,"c est utile pour moi d utiliser le tchat parce que je suis une
personne sourde. Merci "
14399,1,0.0,0.0,Tres bien 
14400,1,0.0,0.0,"Rapidite et clarte des reponses merci a vous cordialement mme
pires

"
14401,1,0.0,0.0,Je n ai pas eu le temps decrire mon message 
14402,0,1.0,0.0,La j ai pu ecrire mon message ! 
14403,1,0.0,0.0,Merci 
14404,0,1.0,0.0,"je ne sais pas pk le chatte c terminer pourtant j avais encore
des question!"
14407,1,0.0,0.0,"tres difficile de joindre telephoniquement son conseiller
dommage !"
14409,0,1.0,0.0,"Ma connexion a ete interrompue et je n ai pas pu envoyer mon
message"
14410,0,1.0,0.0,Bien 
14411,1,0.0,0.0,"Tres pratique pour mon handicap auditif car je suis malentendant
et j ai du mal a communiquer par telephone donc je suis tres apprecie pour
cette demarche. je vous remercie"
14412,1,0.0,0.0,"Vraiment j etais tres contente pour toute la demande epuis tres
gentil je eu c est que je voulais tres rapidement ???merci "
14414,0,1.0,0.0,Ca ce coupee 
14415,1,0.0,0.0,"Tres efficace et repond tres bien a la fluidite du chat tres
agreable merci "
14417,0,1.0,0.0,"pas de reponses aux questions, aucune utilite"
14420,1,0.0,0.0,Aucune reponse puis deconnexion du conseiller
14421,1,0.0,0.0,Merci pour le temps accorde et les reponses apportees
14424,1,0.0,0.0,"S il n y avait que le chat, je recommanderais la BNP a 100%,
mais helas il y a aussi les agences."
14426,0,1.0,0.0,"pourquoi vous avez disponible le chat dans la part des assurance
vie? le conseiller viens de me dire que ils ne font que gerer des
operations de banque normalle et pas des assurance vie"
14427,1,0.0,0.0,"Parfait, Rapide, Fluide. Merci encore"
14428,1,0.0,0.0,Super chat ;-)
14430,0,1.0,0.0,"pas repondu a ma question
"
14431,1,0.0,0.0,Merci beaucoup !
14432,0,1.0,0.0,"dommage que ma demande ne modification, de carte n a pas pas se
faire en ligne, il faut que je demande un rdv physique..."
14437,1,0.0,0.0,Christele est tres gentille et elle m a beaucoup aide 
14438,1,0.0,0.0,"conversation qui s est interrompu soudainement... le conseiller
gene par la question ?"
14439,0,1.0,0.0,"Le petit demarchage commercial de la fin n etait vraiment pas
necessaire."
14440,1,0.0,0.0,"visiblement les conseillers aiment bien mettre fin aux
conversations lorsque l on demande une reponse precise
"
14441,1,0.0,0.0,reponse rapide et satisfaisante
14442,1,0.0,0.0,C?est pas du tout serieux vos conseillers je galere avec eux 
14443,1,0.0,0.0,conseillere a coupe
14444,1,0.0,0.0,"Mes echanges sur le chat sont toujours tres agreables, en plus
de repondre a mes questions ! La seule raison pour laquelle je ne
recommanderai pas BNP est de nature  ecologique ."
14445,0,1.0,0.0,le conseiller etait tres polit 
14446,0,1.0,0.0,Echange simple et rapide avec une personne sympathique
14449,1,0.0,0.0,"La conseillere Leila a repondu parfaitement a ma question et a
ete tres agreable."
14450,1,0.0,0.0,Je n avais pas termine ma demande et le chat s est ferme !!!!!
14451,0,1.0,0.0,"Je pose une question on me renvoi sur une No de telephone que je
connais !!!"
14452,1,0.0,0.0,Tout a fait satisfaisant
14453,1,0.0,0.0,"Conversation intelligible, aide renforcee et recherches
appliquees"
14454,1,0.0,0.0,"le chat etait termine
"
14456,1,0.0,0.0,"Accueil parfait, echange chaleureux, rapidite d execution. Merci
beaucoup"
14459,0,1.0,0.0,"il est extremement difficile de joindre vos service en cas de
probleme surtout technique"
14462,1,0.0,0.0,"La conversation c est interrompu et je n ai pas eu de reponse a
mon probleme "
14464,1,0.0,0.0,"tres bon accueil, efficace"
14469,1,0.0,0.0,merci Melanie 
14470,1,0.0,0.0,tres satisfait
14472,1,0.0,0.0,bonjour l information donnee etait tres precise et rapide
14473,1,0.0,0.0,"Pas de reponse a ma question cloture de la conversation par le
conseiller

"
14475,0,1.0,0.0,Prise de contact et echanges rapides et efficaces.
14476,1,0.0,0.0,n a pas repondu a ma eemande
14478,1,0.0,0.0,Rien a singaler
14480,1,0.0,0.0,"Je n ai pas de reponse satisfaisante. J ai informe la
conceillatrice que le numero qu elle m a donne ne repondait pas, et elle a
termine la conversation..."
14485,1,0.0,0.0,"echange clair, precis"
14486,1,0.0,0.0,Very bad service. No response at all.
14488,1,0.0,0.0,bravo yorik
14490,0,1.0,0.0,"ne me pas donne l adresse demande
"
14491,1,0.0,0.0,"Sa a couper aprai ma question

"
14493,0,1.0,0.0,"Je n ai pas eu la reponse, le chat a ete coupe avant "
14496,1,0.0,0.0,"La conseillere Laura etait tres gentille et serviable, je vous
remercie pour l?excellent service."
14498,1,0.0,0.0,"Super echange, Marine etait a l ecoute, rapide et claire dans
ses reponses !"
14499,1,0.0,0.0,"cela fait 3 fois que je suis deconnectee du service sans reponse
a ma question"
14500,1,0.0,0.0,"Aucune reponse et deconnexion de la conversation par la
conseillere "
14501,0,1.0,0.0,"L ouverture de compte a etait catastrophique, ca prend un mois
et ce n est pas pret de finir...."
14502,1,0.0,0.0,A repondu a toute mes questions 
14506,0,1.0,0.0,"Merci pour votre reactivite et votre disponibilite cette banque
change et se modernise "
14509,0,1.0,0.0,"pourquoi laisser un commentaire puisqu il semblerait qu il n y
ait pas de solution a mon probleme"
14510,1,0.0,0.0,"Melanie etait tres reactive et a repondu a toutes mes questions,
mais votre interface est completement a revoir, peu ergonomique et des
notifications de reception de message + une couleur differente pour chaque
partie la rendrai plus agreable."
14511,1,0.0,0.0,"tres efficace et rapide, "
14512,1,0.0,0.0,"service parfait,personne charmante.Merci."
14516,1,0.0,0.0,rien a dire
14518,1,0.0,0.0,Super pratique et efficace
14521,1,0.0,0.0,Merci pour cet echange rapide et efficace.
14522,1,0.0,0.0,"Tres pratique de pouvoir echanger par chat internet pour des
petites modifications. "
14523,1,0.0,0.0,tres a lecoute du client tres polie a recommander
14526,1,0.0,0.0,Trop cher en frais
14528,1,0.0,0.0,"Le service chat est beaucoup plus competent et a l ecoute que
vos conseillers en agence . Personne de repond a mes appels et c est tres
enervant . "
14532,1,0.0,0.0,Top
14533,1,0.0,0.0,tres bien ce service
14534,1,0.0,0.0,"Merci pour votre efficacite, "
14535,1,0.0,0.0,"Tres satisfaite de mon echange, tres bien renseignee
"
14536,1,0.0,0.0,"Clair et precis
Rapide"
14540,1,0.0,0.0,Toujours disponible. Merci
14543,1,0.0,0.0,Ce chat est une tres bonne chose. Personne tres agreable
14544,0,1.0,0.0,"Je n ai pas eu de reponse a ma derniere demande donc je ne sais
pas si c est bon
"
14545,1,0.0,0.0,c etait parfait
14546,0,1.0,0.0,bien passe . merci
14547,1,0.0,0.0,Coupe
14549,1,0.0,0.0,tres bon echange
14550,1,0.0,0.0,parfait
14552,1,0.0,0.0,Aucune reponse 
14554,1,0.0,0.0,"Rapide et clair, c est parfait merci !"
14557,1,0.0,0.0,"le conseiller a interrompu la conversation sans suite. apres ma
demande. merci"
14558,1,0.0,0.0,"Echange tres utile et efficace
Merci bien
"
14559,1,0.0,0.0,"echange claire nette et precis, reponses rapides"
14561,1,0.0,0.0,"J ai ete tres satisfait par la conseillere que ce soit sur le
temps de reponse (tres rapide) et sur la qualite. J ai obtenu des reponses
precises a mes questions"
14562,1,0.0,0.0,"Pas de reponse ay tchat ni au message messagerie



"
14563,1,0.0,0.0,Super service ! MercI Carla 
14564,0,1.0,0.0,"le contact avez le conseiller Mogane est parfait. Bon travail.
"
14565,0,1.0,0.0,"Je me suis absente 2 mn et vous avez coupe la
conversation .. :("
14566,1,0.0,0.0,"En general les conseillers sont tres professionnels et leur
discours est tres bien maitrise. La qualite de la relation client est au
TOP. "
14567,1,0.0,0.0,Pas eu de reponse a la question. Communication coupee....
14568,1,0.0,0.0,"ferme la fenetre avant la fin de la conversation (n attend pas
3-4 min)"
14569,1,0.0,0.0,Merci Tres clair
14571,1,0.0,0.0,"Merci, cela m a permis d obtenir les reponses a toutes mes
questions et plus encore. Tres bon service."
14572,1,0.0,0.0,Service efficace
14573,1,0.0,0.0,Tres pratique! merci.
14574,1,0.0,0.0,Parfait
14575,1,0.0,0.0,Merci pour les renseignements 
14577,1,0.0,0.0,"Je suis tres contente pas un service! Le conseiller etait tres
gentil, mon probleme etait resolu tres vite!"
14578,1,0.0,0.0,"tres satisfait du service chat
"
14579,1,0.0,0.0,Service au top! Belle initiative
14581,1,0.0,0.0,"10/10  Reponses claires et precises : tout ce que l?on attend
d?un chat. Merci Tiffany"
14583,0,1.0,0.0,"tres agreable!
"
14584,1,0.0,0.0,"La conversation a ete interrompue, je n ai pas eu de solution a
mon probleme..."
14586,1,0.0,0.0,efficace et rapide
14587,0,1.0,0.0,test MOA
14588,0,1.0,0.0,"je nai pas fini la conversation avec le conseiller et la
conversation a ete termine de la part de conseiller. C est bizarre et pas
professionnel"
14589,1,0.0,0.0,Marion a ete parfaite !
14590,1,0.0,0.0,Ca sert a rien .temps de perdu 
14591,0,1.0,0.0,"bon echange dans la forme, mais ne repond pas a mes attentes"
14592,1,0.0,0.0,SERVICE TRES EFFICACE MERCI BEAUCOUP 
14593,1,0.0,0.0,Bon echange dans l ensemble.
14596,0,1.0,0.0,"Le support Chat quej ai eu est bien.Mais demaniere generale, je
ne suis pas tres satisfait de BNP"
14597,1,0.0,0.0,"La conversation a ete arrete avant que Je termine mon message
"
14598,1,0.0,0.0,TRES CONTENTE
14600,1,0.0,0.0,"Il faut faire une vraie selection de ses conseillers en agence.
Ma conseillere, par exemple, devrait peut-etre envisager un autre poste de
travail."
14601,1,0.0,0.0,Nous n avions pas fini notre conversation
14603,1,0.0,0.0,tres satisfaite
14604,1,0.0,0.0,"Merci :) l agent etait tres gentil.
"
14605,1,0.0,0.0,le top ce chate!!!!!! 3 
14607,1,0.0,0.0,Bnp est une banque trop chere 
14609,0,1.0,0.0,L echange etait parfait et agreable
14611,0,1.0,0.0,Satisfaisante 
14612,1,0.0,0.0,le conseiller n a pas repondu a ma question 
14614,0,1.0,0.0,"Je mets un  avis positifs sur le service client BNP,  car c est
un service tres professionnel qui est a l ecoute de ses clients ?"
14615,0,1.0,0.0,Merci 
14616,0,1.0,0.0,"Ce n est pas a cause de l echange par le chat mais a cause du
comportement des conseillers dans l agence dupleix que je ne recommenderais
pas la BNP."
14617,1,0.0,0.0,merci pour cette application
14619,1,0.0,0.0,"Ma conversation avec un de vos conseillers a ete interrompu donc
je n ai pu termine ma demande"
14623,1,0.0,0.0,"Un service client de qualite et tres aimable. Encore merci
"
14624,1,0.0,0.0,Merci Maxime!
14626,1,0.0,0.0,advisor ended the chat
14627,0,1.0,0.0,"Melanie answered my questions though the answers were not what I
hoped for."
14628,1,0.0,0.0,J?attendais une reponse et la conversation a ete coupe 
14629,1,0.0,0.0,Nul
14630,0,1.0,0.0,Merci a gael pour sa gentillesse
14631,0,1.0,0.0,"contact rapide et reponse claire , le seul bemol est que je n ai
pas eu le temps de lire la derniere reponse, le tchat a ete coupe!"
14632,1,0.0,0.0,"Anais a ete vraiment gentile avec moi pendant toute la
conversation."
14633,0,1.0,0.0,"Conseillere sympathique, plutot reactive mais dans l incapacite
de m apporter une reponse puisque, visiblement pas d archives/messages
laissees par ma conseillere. "
14635,1,0.0,0.0,"TRES RAPIDE ELLE EST TRES PROFESSIONNELLE IL EN FAUDRAIT PLUS
COMME ELLE QUI NE TOURNE PAS EN ROND COMME CERTAIN TRES BIEN  MERCI"
14637,1,0.0,0.0,"Le fait d avoir toujours ete a la BNP et qu on me laisse partir
sans me poser de questions me laisse sans
voix/mots/stupefaite/interrogative"
14638,1,0.0,0.0,"Reponse rapide et claire et des conseils detailles et tres
utiles , merci "
14639,1,0.0,0.0,Parfait ! 
14640,1,0.0,0.0,Echange nul
14641,1,0.0,0.0,bien
14643,1,0.0,0.0,RAS. Collaborateur a l ecoute de ses clients. 
14645,0,1.0,0.0,Ok 
14647,0,1.0,0.0,le chat est une bonne idee
14649,1,0.0,0.0,tres bien
14650,1,0.0,0.0,merci et bonne chance a vous
14651,1,0.0,0.0,tres reactive
14653,1,0.0,0.0,"le conseiller a ferme la fenetre en disant que il ne dispose de
visibilite suffisante avant que je comprenne.. tres desagreable!"
14654,1,0.0,0.0,All good.
14655,1,0.0,0.0,Parfait comme d habitude
14656,1,0.0,0.0,"Service client tres agreable et reactif mais gros pb de
communication avec les conseillers "
14657,1,0.0,0.0,Conseiller efficace et agreable! Parfait 
14658,1,0.0,0.0,conseiller tres a l ecoute 
14660,1,0.0,0.0,Ne repond pas du tout aux questions. Decevant.
14661,0,1.0,0.0,tres bien
14662,1,0.0,0.0,"Rapide et efficace comme d habitude
"
14664,1,0.0,0.0,"impossible de prendre RDV avec mon conseiller de mon agence,
service peu souple, bien moins qu une banque en ligne, je vais quitter la
BNP"
14665,1,0.0,0.0,augmentez lui son salaire
14666,0,1.0,0.0,"la reponse apportee est absurde dans l environnement digital
actuel"
14668,1,0.0,0.0,T bien 
14669,1,0.0,0.0,la personne as coupe le chat
14670,1,0.0,0.0,parfait
14671,1,0.0,0.0,"rien a dire, echange parfait"
14673,1,0.0,0.0,"Les conseiller en ligne peuve pas faire leur boulot correctement
pas de moyen pour eux "
14674,0,1.0,0.0,"satisfaite de mon echange . j ai pu obtenir les reponses a mes
questionnements ."
14675,0,1.0,0.0,bien apsse
14676,1,0.0,0.0,"Tres bon conseilleur, Merci"
14677,1,0.0,0.0,"Merci a vous pour votre reactivite. J attends le coup de fil de
votre collegue pour la reponse a ma question. "
14678,1,0.0,0.0,Tout c est tres bien passe.
14679,1,0.0,0.0,"par contre ... on ne peut plus relire la discussion une fois
termine ... alors que j ai pas note l information qu elle m a donne. Pas
cool"
14680,1,0.0,0.0,"Satisfaction

"
14682,0,1.0,0.0,Leila est la meilleure conseillere BNP que j ai rencontre 
14683,1,0.0,0.0,"le chat ne fonctionne pas
"
14686,1,0.0,0.0,"tres bon echanges avec une personne qui a su bien m explique les
choses et repondre a mes questions "
14687,1,0.0,0.0,"parfait Julien a repondu a toutes mes questions, courtois et
tres a l ecoute."
14688,1,0.0,0.0,merci a Dylan pour ses reponses claires 
14689,1,0.0,0.0,Echanges un peu lents
14690,1,0.0,0.0,service parfait!
14693,1,0.0,0.0,ras super
14694,1,0.0,0.0,?
14695,1,0.0,0.0,"JE NE SUIS PAS DEPANNE POUR AUTANT ET JE TROUVE QUE POUR UN
VIREMENT C EST COMPLIQUE"
14696,1,0.0,0.0,"Bon echange et solution constructive, pour une fois qu un
service client repond aux attentes!"
14697,1,0.0,0.0,"rapidite de reponse, pas de rentre dedans commercial meme s il y
a des propositions, satisfaite ! et service gratuit"
14698,1,0.0,0.0,"Interlocutrice competente qui a rapidement repondu a ma demande.
Elle m a propose la souscription d une assurance, ce qui est son travail;
mais sans insistance, ce qui est appreciable."
